gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,Student_ID,Feedback_Text,Risk_Level,gpa,attendance_rate,participation_score,late_submissions
female,group B,associate's degree,standard,none,39,45,53,STU19084,I am disappointed with my scores and feel lost.,2,1.87,70,41,11
female,group C,some college,standard,completed,91,95,94,STU19085,"Great learning experience, the teacher is very helpful.",0,3.66,91,93,1
female,group B,high school,free/reduced,completed,24,49,33,STU19086,I'm considering dropping out because I can't keep up.,2,1.78,41,22,5
male,group E,associate's degree,standard,completed,69,77,63,STU19087,My study habits are strong and I feel on track.,0,3.18,90,90,1
female,group E,associate's degree,standard,none,56,49,58,STU19088,I feel overwhelmed by the amount of work assigned.,2,2.47,74,42,12
male,group E,associate's degree,free/reduced,completed,49,46,45,STU19089,I have difficulty concentrating during class.,2,2.09,51,10,9
male,group E,some college,free/reduced,none,96,86,88,STU19090,I'm motivated to keep improving my grades.,0,3.73,95,90,2
female,group E,high school,standard,none,70,86,71,STU19091,"Great learning experience, the teacher is very helpful.",0,2.74,87,87,0
male,group A,high school,standard,none,63,51,42,STU19092,I attend classes regularly but don't always pay attention.,1,2.11,82,70,1
female,group E,master's degree,standard,none,85,97,86,STU19093,I am doing well and understanding the concepts clearly.,0,3.28,94,77,2
female,group D,associate's degree,standard,completed,62,74,83,STU19094,The workload is manageable but sometimes overwhelming.,1,3.02,86,80,5
male,group C,master's degree,free/reduced,none,79,86,69,STU19095,I am satisfied with my performance and feel well-prepared.,0,3.38,98,96,2
female,group B,some college,free/reduced,none,72,76,74,STU19096,I enjoy group projects and collaborative learning.,0,3.07,98,88,0
male,group D,associate's degree,standard,none,83,70,73,STU19097,I enjoy group projects and collaborative learning.,0,3.01,96,93,0
female,group C,high school,standard,none,66,68,75,STU19098,My grades are acceptable but not where I want them.,0,3.04,95,86,2
female,group D,high school,standard,none,63,65,63,STU19099,I think I might fail this course without help.,2,2.21,48,26,10
male,group D,some high school,standard,none,74,68,65,STU19100,Some topics are clear but others are confusing.,1,2.91,89,73,4
male,group D,some high school,standard,none,91,76,77,STU19101,I participate actively in class discussions.,0,3.49,91,85,0
female,group B,master's degree,standard,none,94,96,96,STU19102,I consistently complete assignments on time and enjoy learning.,0,3.52,90,80,1
female,group C,some college,free/reduced,completed,48,71,74,STU19103,The exam was average difficulty for me.,1,2.24,71,53,2
male,group E,some college,standard,completed,84,70,69,STU19104,"Great learning experience, the teacher is very helpful.",0,2.61,93,89,2
female,group C,some high school,standard,completed,67,79,80,STU19105,I am doing well and understanding the concepts clearly.,0,2.88,99,96,1
male,group D,some college,free/reduced,completed,64,57,60,STU19106,I think I could do better if I focused more.,1,2.13,75,64,5
male,group C,high school,standard,none,84,82,77,STU19107,The test was manageable and I understood most concepts.,0,3.64,87,92,2
female,group E,some college,free/reduced,none,67,71,66,STU19108,I consistently complete assignments on time and enjoy learning.,0,2.9,93,94,2
male,group D,some college,free/reduced,none,69,65,63,STU19109,I find the coursework challenging but rewarding.,0,2.23,93,87,2
male,group C,bachelor's degree,free/reduced,none,64,68,61,STU19110,I understand lectures but struggle with practice problems.,1,2.28,84,70,5
female,group B,some high school,standard,completed,62,65,68,STU19111,I am doing well and understanding the concepts clearly.,0,2.58,91,89,0
female,group D,master's degree,standard,completed,80,85,96,STU19112,I'm motivated to keep improving my grades.,0,3.81,97,94,2
female,group C,bachelor's degree,free/reduced,completed,55,69,75,STU19113,I find the coursework challenging but rewarding.,0,2.74,85,94,0
female,group B,some college,standard,none,81,85,96,STU19114,I consistently complete assignments on time and enjoy learning.,0,3.74,94,89,2
male,group C,bachelor's degree,standard,completed,88,84,76,STU19115,I love this subject and enjoy the classes.,0,3.56,89,88,1
female,group E,associate's degree,standard,none,87,91,84,STU19116,I consistently complete assignments on time and enjoy learning.,0,3.36,100,80,1
female,group C,some high school,standard,none,69,76,76,STU19117,"Great learning experience, the teacher is very helpful.",0,3.31,92,77,0
male,group D,associate's degree,standard,none,61,52,47,STU19118,I'm considering dropping out because I can't keep up.,2,1.85,42,47,6
female,group D,some college,free/reduced,none,55,73,74,STU19119,I find the coursework challenging but rewarding.,0,2.75,86,93,2
male,group D,associate's degree,standard,none,77,76,74,STU19120,The test was manageable and I understood most concepts.,0,2.74,86,80,0
male,group C,high school,standard,completed,86,89,79,STU19121,I am doing well and understanding the concepts clearly.,0,3.78,96,77,0
female,group B,associate's degree,standard,completed,89,82,90,STU19122,I consistently complete assignments on time and enjoy learning.,0,3.11,94,78,2
female,group C,associate's degree,standard,completed,94,94,100,STU19123,I consistently complete assignments on time and enjoy learning.,0,3.57,92,90,0
female,group D,some college,free/reduced,completed,63,81,72,STU19124,I participate actively in class discussions.,0,2.84,100,86,0
female,group C,bachelor's degree,standard,none,83,97,97,STU19125,I find the coursework challenging but rewarding.,0,3.33,90,80,2
female,group D,some high school,standard,completed,66,76,72,STU19126,My study habits are strong and I feel on track.,0,3.06,99,91,2
female,group E,some high school,standard,none,81,77,77,STU19127,"Great learning experience, the teacher is very helpful.",0,3.07,93,92,1
male,group B,some college,standard,none,65,49,54,STU19128,I think I could do better if I focused more.,1,2.46,76,58,2
male,group C,bachelor's degree,standard,none,70,67,60,STU19129,My performance varies a lot depending on the subject.,1,2.87,78,65,4
female,group C,some college,standard,none,64,72,69,STU19130,I feel supported by my teachers and peers.,0,2.38,96,92,1
female,group B,some college,standard,none,87,82,86,STU19131,I participate actively in class discussions.,0,3.5,93,99,1
male,group E,associate's degree,standard,none,87,76,74,STU19132,I find the coursework challenging but rewarding.,0,3.1,89,79,1
female,group B,some high school,free/reduced,none,47,63,59,STU19133,My grades are acceptable but not where I want them.,1,2.39,72,59,3
male,group C,some college,free/reduced,none,53,56,58,STU19134,I don't understand the lectures at all anymore.,2,2.23,73,22,15
female,group E,bachelor's degree,standard,none,60,72,75,STU19135,The study materials are excellent and easy to follow.,0,2.74,88,83,0
female,group B,some high school,standard,none,60,63,77,STU19136,I enjoy group projects and collaborative learning.,0,2.64,98,89,0
female,group B,associate's degree,free/reduced,none,57,67,75,STU19137,My confidence in this subject has grown significantly.,0,2.79,90,84,1
female,group A,high school,free/reduced,completed,55,55,56,STU19138,I feel isolated and don't have anyone to help me.,2,2.4,70,30,14
female,group B,high school,standard,none,60,62,56,STU19139,I sometimes fall behind on homework but catch up eventually.,1,2.16,73,73,4
male,group D,some college,standard,completed,85,78,92,STU19140,I enjoy group projects and collaborative learning.,0,3.39,88,96,0
female,group A,some college,standard,completed,79,85,90,STU19141,I feel confident about my progress this semester.,0,3.3,94,85,2
female,group C,associate's degree,free/reduced,none,63,71,71,STU19142,I consistently complete assignments on time and enjoy learning.,0,2.79,93,88,2
male,group E,some college,standard,none,70,60,51,STU19143,My performance varies a lot depending on the subject.,1,2.09,70,50,2
female,group E,bachelor's degree,standard,completed,75,78,81,STU19144,My confidence in this subject has grown significantly.,0,3.26,100,79,1
female,group D,high school,free/reduced,completed,65,65,73,STU19145,I feel confident about my progress this semester.,0,2.69,86,80,1
female,group E,some college,standard,none,59,77,74,STU19146,I find the coursework challenging but rewarding.,0,2.64,88,98,0
male,group B,associate's degree,standard,none,92,85,76,STU19147,I feel confident about my progress this semester.,0,3.6,90,91,2
male,group D,bachelor's degree,free/reduced,none,55,41,46,STU19148,"It was fine, not great. I have room to improve.",1,1.82,90,69,5
male,group C,master's degree,free/reduced,completed,76,82,72,STU19149,I think I could do better if I focused more.,0,3.17,95,93,2
female,group D,associate's degree,free/reduced,none,48,60,52,STU19150,The course material is too difficult for me.,2,2.24,65,50,8
female,group B,bachelor's degree,standard,none,77,69,71,STU19151,I'm motivated to keep improving my grades.,0,2.69,98,79,0
male,group E,some high school,free/reduced,completed,76,85,75,STU19152,I find the coursework challenging but rewarding.,0,2.77,87,77,0
female,group C,some high school,standard,completed,71,73,82,STU19153,I feel supported by my teachers and peers.,0,3.02,85,96,0
female,group D,some high school,standard,completed,61,76,75,STU19154,I did okay but could do better with more effort.,1,2.54,74,53,3
male,group D,associate's degree,standard,none,83,71,74,STU19155,I love this subject and enjoy the classes.,0,2.77,92,93,2
male,group B,associate's degree,standard,none,86,79,83,STU19156,I am doing well and understanding the concepts clearly.,0,3.52,85,84,1
female,group D,some college,free/reduced,none,65,68,74,STU19157,My confidence in this subject has grown significantly.,0,3.03,85,77,1
male,group D,high school,free/reduced,none,76,75,63,STU19158,I participate actively in class discussions.,0,3.1,96,93,2
female,group E,some college,standard,completed,59,69,73,STU19159,I enjoy group projects and collaborative learning.,0,2.67,86,100,1
male,group B,high school,free/reduced,none,45,46,47,STU19160,I struggled a lot with the material this term.,2,1.85,72,33,11
female,group B,associate's degree,standard,completed,92,89,89,STU19161,The study materials are excellent and easy to follow.,0,3.23,99,81,0
male,group A,some high school,standard,completed,69,63,65,STU19162,I love this subject and enjoy the classes.,0,2.51,89,97,1
male,group E,bachelor's degree,standard,completed,78,59,65,STU19163,Some topics are clear but others are confusing.,1,2.95,76,58,4
male,group E,associate's degree,free/reduced,none,60,55,48,STU19164,I struggled a lot with the material this term.,2,2.33,62,19,8
female,group D,some college,standard,none,65,64,69,STU19165,I think I could do better if I focused more.,1,2.58,78,70,4
male,group D,some college,standard,none,58,60,54,STU19166,I feel overwhelmed by the amount of work assigned.,2,2.2,65,50,14
male,group D,high school,free/reduced,none,65,68,65,STU19167,"Great learning experience, the teacher is very helpful.",0,2.93,88,83,0
male,group C,master's degree,standard,none,84,71,74,STU19168,The study materials are excellent and easy to follow.,0,2.66,85,75,2
male,group A,some college,standard,completed,82,69,75,STU19169,The test was manageable and I understood most concepts.,0,3.37,99,83,0
female,group D,some college,standard,none,78,66,75,STU19170,"Great learning experience, the teacher is very helpful.",0,2.6,100,82,2
male,group B,some college,standard,none,62,60,61,STU19171,The questions were confusing and I couldn't finish on time.,2,2.16,74,24,7
female,group D,high school,free/reduced,none,53,53,51,STU19172,I have no motivation to study anymore.,2,1.82,49,23,15
female,group E,some college,standard,none,66,80,73,STU19173,Some topics are clear but others are confusing.,0,2.74,100,90,1
female,group B,some college,free/reduced,none,79,84,71,STU19174,I am doing well and understanding the concepts clearly.,0,3.52,98,77,0
male,group A,associate's degree,standard,none,58,65,62,STU19175,I did okay but could do better with more effort.,1,2.78,89,55,1
female,group D,some college,free/reduced,none,45,67,65,STU19176,I attend classes regularly but don't always pay attention.,1,2.55,85,65,5
female,group D,master's degree,standard,none,56,60,68,STU19177,"It was fine, not great. I have room to improve.",1,2.46,88,55,3
female,group D,master's degree,free/reduced,completed,56,75,74,STU19178,I consistently complete assignments on time and enjoy learning.,0,2.85,97,82,0
male,group C,associate's degree,free/reduced,completed,40,50,54,STU19179,The course material is too difficult for me.,2,1.8,73,13,14
male,group C,high school,standard,none,67,76,68,STU19180,My study habits are strong and I feel on track.,0,3.03,99,85,0
female,group D,some high school,free/reduced,completed,34,60,59,STU19181,The questions were confusing and I couldn't finish on time.,2,2.38,54,45,6
male,group B,high school,free/reduced,none,28,20,17,STU19182,The questions were confusing and I couldn't finish on time.,2,1.0,74,27,8
male,group A,some high school,free/reduced,none,80,83,77,STU19183,"Great learning experience, the teacher is very helpful.",0,3.55,95,75,0
male,group D,some college,standard,none,54,60,54,STU19184,I think I could do better if I focused more.,1,2.04,81,69,1
female,group B,some college,free/reduced,completed,67,79,66,STU19185,"Great learning experience, the teacher is very helpful.",0,2.61,97,98,1
male,group C,associate's degree,standard,none,74,65,71,STU19186,I sometimes fall behind on homework but catch up eventually.,1,2.78,84,65,2
female,group B,associate's degree,standard,none,49,52,54,STU19187,I have difficulty concentrating during class.,2,1.72,67,33,7
female,group C,associate's degree,standard,completed,50,60,65,STU19188,Some topics are clear but others are confusing.,1,2.51,88,81,1
male,group A,some college,standard,none,65,70,67,STU19189,I find the coursework challenging but rewarding.,0,2.79,89,87,0
female,group C,high school,standard,none,70,85,82,STU19190,I'm motivated to keep improving my grades.,0,3.13,98,99,2
male,group D,some college,standard,completed,60,73,73,STU19191,The study materials are excellent and easy to follow.,0,2.35,85,84,0
female,group E,bachelor's degree,free/reduced,none,63,57,61,STU19192,"I feel neutral about school, neither excited nor worried.",1,2.02,81,74,4
male,group D,some college,standard,completed,83,85,83,STU19193,My confidence in this subject has grown significantly.,0,3.01,90,92,2
female,group D,associate's degree,free/reduced,none,46,48,59,STU19194,The exam was average difficulty for me.,1,2.43,80,82,4
male,group D,high school,standard,none,69,54,52,STU19195,Some topics are clear but others are confusing.,1,2.12,88,81,3
female,group D,high school,standard,none,80,84,79,STU19196,I love this subject and enjoy the classes.,0,3.39,91,78,1
male,group C,some college,free/reduced,none,64,65,57,STU19197,I need to study more consistently going forward.,1,2.55,88,56,5
female,group A,bachelor's degree,standard,none,53,52,52,STU19198,I am disappointed with my scores and feel lost.,2,1.95,65,44,10
male,group C,some high school,free/reduced,completed,55,38,41,STU19199,The questions were confusing and I couldn't finish on time.,2,1.64,57,47,10
male,group B,high school,free/reduced,none,30,29,17,STU19200,My home situation makes it hard to focus on studies.,2,1.16,51,11,10
male,group C,associate's degree,standard,completed,100,88,88,STU19201,I enjoy group projects and collaborative learning.,0,3.73,89,85,1
female,group D,associate's degree,free/reduced,none,48,61,60,STU19202,"It was fine, not great. I have room to improve.",1,2.01,81,84,1
female,group E,master's degree,free/reduced,none,81,90,87,STU19203,I'm motivated to keep improving my grades.,0,3.48,99,86,1
male,group D,master's degree,standard,none,68,66,74,STU19204,I love this subject and enjoy the classes.,0,2.61,88,98,0
male,group E,bachelor's degree,standard,none,63,68,59,STU19205,Some topics are clear but others are confusing.,1,2.37,87,84,2
female,group D,some college,standard,completed,73,77,80,STU19206,I feel supported by my teachers and peers.,0,3.15,90,89,2
female,group C,some high school,standard,none,71,74,78,STU19207,My grades are acceptable but not where I want them.,1,3.33,84,82,2
female,group C,high school,free/reduced,none,38,43,43,STU19208,"I feel neutral about school, neither excited nor worried.",2,1.92,52,18,12
male,group B,associate's degree,free/reduced,none,66,55,58,STU19209,I participate actively in class discussions.,0,2.52,87,90,1
male,group D,associate's degree,standard,none,89,87,82,STU19210,I'm motivated to keep improving my grades.,0,3.05,94,76,0
male,group C,high school,standard,completed,81,85,79,STU19211,I am satisfied with my performance and feel well-prepared.,0,3.26,92,88,0
female,group C,high school,free/reduced,none,40,57,44,STU19212,I don't understand the lectures at all anymore.,2,2.28,46,40,14
female,group B,high school,free/reduced,none,60,73,66,STU19213,I participate actively in class discussions.,0,2.68,85,100,0
female,group E,bachelor's degree,standard,none,38,40,37,STU19214,I struggled a lot with the material this term.,2,1.83,45,24,7
female,group E,master's degree,standard,none,85,89,86,STU19215,I am satisfied with my performance and feel well-prepared.,0,3.62,90,98,0
female,group C,associate's degree,free/reduced,none,65,70,72,STU19216,I participate actively in class discussions.,0,2.56,85,77,0
female,group D,some college,standard,none,95,100,100,STU19217,The study materials are excellent and easy to follow.,0,3.73,90,78,1
male,group D,high school,standard,none,87,84,83,STU19218,I'm motivated to keep improving my grades.,0,3.68,87,93,0
female,group C,some college,free/reduced,none,66,66,63,STU19219,My study habits are strong and I feel on track.,0,2.41,92,95,1
female,group C,associate's degree,standard,completed,80,85,94,STU19220,The study materials are excellent and easy to follow.,0,3.28,97,77,2
female,group B,high school,standard,completed,81,79,93,STU19221,The study materials are excellent and easy to follow.,0,3.68,94,88,2
male,group D,high school,standard,none,80,77,66,STU19222,The test was manageable and I understood most concepts.,0,3.12,91,81,1
female,group C,bachelor's degree,free/reduced,none,47,66,61,STU19223,I feel anxious about exams and my future.,2,2.17,42,50,13
female,group C,some college,standard,none,62,62,65,STU19224,I participate actively in class discussions.,0,2.92,88,94,0
female,group C,high school,standard,none,58,68,58,STU19225,"I feel neutral about school, neither excited nor worried.",1,2.75,77,64,5
female,group C,bachelor's degree,free/reduced,completed,69,86,91,STU19226,I feel supported by my teachers and peers.,0,3.48,96,88,0
male,group E,some college,standard,completed,83,77,72,STU19227,I find the coursework challenging but rewarding.,0,3.2,97,92,0
female,group E,high school,standard,completed,63,62,74,STU19228,I consistently complete assignments on time and enjoy learning.,0,2.75,88,87,2
female,group C,associate's degree,standard,completed,69,89,88,STU19229,My confidence in this subject has grown significantly.,0,3.33,90,98,2
male,group C,high school,standard,none,66,60,55,STU19230,I feel isolated and don't have anyone to help me.,2,2.03,72,50,10
female,group E,high school,free/reduced,completed,61,70,79,STU19231,I consistently complete assignments on time and enjoy learning.,0,3.14,94,92,2
female,group D,high school,standard,completed,59,57,68,STU19232,I need more time to grasp certain concepts.,1,2.41,80,79,4
male,group A,some high school,standard,completed,48,44,46,STU19233,The questions were confusing and I couldn't finish on time.,2,2.07,72,11,4
male,group C,some high school,standard,none,58,64,56,STU19234,I need more time to grasp certain concepts.,2,2.3,48,22,14
female,group E,some college,standard,none,59,68,61,STU19235,I understand lectures but struggle with practice problems.,1,2.78,77,65,3
female,group C,associate's degree,standard,none,67,78,66,STU19236,"Great learning experience, the teacher is very helpful.",0,3.15,90,88,1
male,group C,some college,standard,none,64,64,58,STU19237,I attend classes regularly but don't always pay attention.,1,2.44,84,65,5
female,group A,some college,standard,none,56,58,62,STU19238,I don't understand the lectures at all anymore.,2,2.27,63,19,5
female,group E,associate's degree,standard,none,55,67,70,STU19239,My home situation makes it hard to focus on studies.,2,2.27,55,23,4
male,group B,some high school,standard,completed,60,69,66,STU19240,I participate actively in class discussions.,0,2.74,90,100,2
male,group D,some high school,free/reduced,none,57,46,50,STU19241,I need to study more consistently going forward.,2,2.43,50,47,14
male,group B,some high school,standard,completed,87,81,78,STU19242,My confidence in this subject has grown significantly.,0,3.5,100,87,2
male,group C,some high school,free/reduced,completed,51,37,36,STU19243,I have no motivation to study anymore.,2,1.66,74,23,11
female,group C,master's degree,free/reduced,completed,64,79,81,STU19244,I did okay but could do better with more effort.,1,3.17,72,50,4
male,group E,some college,standard,none,80,75,71,STU19245,I feel confident about my progress this semester.,0,3.14,87,86,2
male,group B,high school,free/reduced,none,47,46,45,STU19246,I understand lectures but struggle with practice problems.,1,1.94,88,81,3
female,group D,bachelor's degree,free/reduced,none,75,78,88,STU19247,I feel supported by my teachers and peers.,0,2.82,94,92,2
male,group B,high school,standard,none,60,57,57,STU19248,The exam was average difficulty for me.,1,2.27,75,68,5
male,group D,some college,standard,completed,61,62,62,STU19249,Some topics are clear but others are confusing.,1,2.37,78,62,4
female,group D,associate's degree,standard,none,85,94,92,STU19250,I am doing well and understanding the concepts clearly.,0,3.99,86,94,1
male,group B,associate's degree,free/reduced,completed,82,80,77,STU19251,The test was manageable and I understood most concepts.,0,2.9,97,89,0
female,group D,some college,free/reduced,completed,66,73,81,STU19252,I participate actively in class discussions.,0,2.66,100,76,0
female,group C,some college,standard,none,62,62,69,STU19253,The questions were confusing and I couldn't finish on time.,2,2.25,65,37,11
male,group C,some college,standard,completed,100,87,95,STU19254,I am satisfied with my performance and feel well-prepared.,0,4.0,87,91,1
male,group C,high school,standard,none,71,56,54,STU19255,I understand lectures but struggle with practice problems.,0,2.28,90,97,0
male,group D,high school,standard,none,60,49,51,STU19256,I am disappointed with my scores and feel lost.,2,2.43,75,11,6
male,group C,high school,free/reduced,none,66,65,63,STU19257,"It was fine, not great. I have room to improve.",1,2.63,90,75,1
female,group E,some high school,standard,none,74,82,77,STU19258,My grades are acceptable but not where I want them.,0,2.96,88,95,0
male,group C,associate's degree,standard,none,84,67,77,STU19259,My study habits are strong and I feel on track.,0,2.71,100,97,1
female,group C,some college,free/reduced,none,76,92,91,STU19260,I feel supported by my teachers and peers.,0,3.38,96,86,1
male,group C,some high school,standard,completed,71,76,76,STU19261,I enjoy group projects and collaborative learning.,0,3.34,91,85,1
female,group D,high school,standard,none,66,78,68,STU19262,I consistently complete assignments on time and enjoy learning.,0,3.03,87,86,2
female,group E,bachelor's degree,standard,completed,70,70,72,STU19263,"It was fine, not great. I have room to improve.",0,2.73,92,91,1
male,group E,associate's degree,free/reduced,none,91,94,80,STU19264,The study materials are excellent and easy to follow.,0,3.45,85,76,1
female,group C,high school,standard,none,60,65,78,STU19265,I understand the basics but struggle with advanced topics.,1,2.45,80,50,1
female,group C,high school,free/reduced,none,33,38,44,STU19266,I feel anxious about exams and my future.,2,1.43,65,26,11
female,group E,bachelor's degree,free/reduced,none,60,56,62,STU19267,I consistently complete assignments on time and enjoy learning.,0,2.46,100,90,2
female,group B,high school,standard,none,60,82,73,STU19268,My confidence in this subject has grown significantly.,0,2.68,94,100,1
male,group D,some high school,standard,completed,93,90,83,STU19269,I feel confident about my progress this semester.,0,3.83,98,83,2
female,group B,some high school,free/reduced,none,18,37,26,STU19270,I am disappointed with my scores and feel lost.,2,0.93,62,11,13
female,group D,associate's degree,standard,none,79,73,73,STU19271,I am satisfied with my performance and feel well-prepared.,0,2.76,96,98,0
female,group A,high school,free/reduced,completed,48,52,57,STU19272,My grades are acceptable but not where I want them.,2,2.0,53,48,6
male,group A,associate's degree,standard,none,50,58,46,STU19273,I am stressed and falling behind in multiple subjects.,2,1.98,46,23,6
male,group A,some high school,free/reduced,none,66,75,60,STU19274,The exam was average difficulty for me.,1,2.52,90,56,2
male,group A,high school,standard,completed,68,74,71,STU19275,I feel supported by my teachers and peers.,0,3.22,92,91,1
male,group D,high school,free/reduced,completed,83,72,83,STU19276,I enjoy group projects and collaborative learning.,0,2.79,88,93,0
male,group B,some high school,free/reduced,none,51,52,45,STU19277,"I feel neutral about school, neither excited nor worried.",2,1.65,64,23,7
female,group C,some college,free/reduced,none,66,69,59,STU19278,The workload is manageable but sometimes overwhelming.,1,2.71,82,58,3
male,group B,some college,free/reduced,completed,62,61,56,STU19279,"It was fine, not great. I have room to improve.",1,2.43,81,81,1
female,group D,some high school,standard,completed,63,70,71,STU19280,The study materials are excellent and easy to follow.,0,2.81,94,93,2
male,group D,some high school,standard,none,67,65,65,STU19281,I participate actively in class discussions.,0,2.95,91,75,0
female,group C,associate's degree,standard,completed,56,79,79,STU19282,My confidence in this subject has grown significantly.,0,2.88,91,95,2
female,group C,some college,free/reduced,none,44,60,61,STU19283,Some topics are clear but others are confusing.,1,2.2,72,81,4
female,group B,some high school,standard,none,69,64,65,STU19284,I'm motivated to keep improving my grades.,0,2.59,100,94,0
female,group E,associate's degree,free/reduced,none,66,82,82,STU19285,The test was manageable and I understood most concepts.,0,3.16,89,82,0
female,group D,some high school,standard,none,53,56,57,STU19286,The course material is too difficult for me.,2,1.91,53,33,7
male,group D,some college,standard,completed,84,85,87,STU19287,The test was manageable and I understood most concepts.,0,3.21,98,80,2
male,group C,high school,standard,none,58,64,56,STU19288,I need more time to grasp certain concepts.,1,2.08,79,72,1
male,group C,some college,standard,none,61,57,49,STU19289,The workload is manageable but sometimes overwhelming.,1,2.56,70,66,1
male,group B,some college,standard,none,62,47,49,STU19290,I sometimes fall behind on homework but catch up eventually.,1,1.78,83,85,2
female,group D,some college,free/reduced,completed,55,59,76,STU19291,"I feel neutral about school, neither excited nor worried.",1,2.2,90,58,3
female,group B,high school,standard,completed,61,68,69,STU19292,I participate actively in class discussions.,0,2.97,97,81,1
female,group C,some college,free/reduced,none,19,41,34,STU19293,I think I might fail this course without help.,2,0.86,73,37,14
male,group D,bachelor's degree,standard,none,91,73,85,STU19294,"Great learning experience, the teacher is very helpful.",0,3.48,99,82,0
male,group B,some college,standard,none,67,67,64,STU19295,I need to study more consistently going forward.,1,2.35,74,66,2
male,group B,associate's degree,free/reduced,none,71,64,55,STU19296,The questions were confusing and I couldn't finish on time.,2,2.83,53,35,12
female,group E,some high school,standard,none,72,76,85,STU19297,The study materials are excellent and easy to follow.,0,2.98,88,84,1
male,group C,some college,standard,none,95,78,74,STU19298,I feel confident about my progress this semester.,0,3.52,93,90,1
female,group B,some high school,standard,none,81,86,79,STU19299,I understand the basics but struggle with advanced topics.,0,3.25,87,89,1
female,group B,some high school,standard,none,65,64,65,STU19300,I understand the basics but struggle with advanced topics.,1,2.19,84,69,1
female,group C,some college,standard,none,57,70,69,STU19301,I am doing well and understanding the concepts clearly.,0,2.49,90,93,0
female,group C,bachelor's degree,standard,none,84,83,87,STU19302,I'm motivated to keep improving my grades.,0,3.23,93,96,2
female,group A,bachelor's degree,standard,none,44,54,60,STU19303,I am stressed and falling behind in multiple subjects.,2,1.8,63,30,4
male,group E,associate's degree,free/reduced,completed,80,68,69,STU19304,I think I could do better if I focused more.,1,2.85,80,66,4
female,group E,bachelor's degree,standard,completed,75,72,69,STU19305,I participate actively in class discussions.,0,3.08,99,75,1
female,group C,some college,standard,none,52,53,55,STU19306,I don't understand the lectures at all anymore.,2,1.73,67,21,6
male,group D,high school,standard,none,73,66,75,STU19307,I love this subject and enjoy the classes.,0,2.81,88,83,2
male,group E,bachelor's degree,standard,completed,100,100,100,STU19308,My confidence in this subject has grown significantly.,0,4.0,90,84,2
female,group D,some high school,standard,none,60,69,56,STU19309,I need to study more consistently going forward.,1,2.35,86,65,1
male,group E,master's degree,standard,none,92,82,79,STU19310,I am doing well and understanding the concepts clearly.,0,3.41,86,92,0
male,group D,some college,standard,none,72,54,52,STU19311,I did okay but could do better with more effort.,1,2.49,70,82,5
male,group D,some high school,standard,completed,81,83,81,STU19312,I feel supported by my teachers and peers.,0,3.67,89,86,0
male,group C,associate's degree,free/reduced,none,69,61,57,STU19313,I did okay but could do better with more effort.,1,2.73,78,59,2
male,group B,some college,free/reduced,completed,77,80,76,STU19314,I'm motivated to keep improving my grades.,0,2.91,87,81,0
male,group E,associate's degree,standard,completed,71,70,63,STU19315,My study habits are strong and I feel on track.,0,2.78,85,80,1
male,group C,some high school,standard,none,74,62,69,STU19316,I am satisfied with my performance and feel well-prepared.,0,3.06,90,90,2
female,group D,some college,free/reduced,none,75,87,84,STU19317,I participate actively in class discussions.,0,2.99,96,89,2
female,group C,associate's degree,standard,none,52,57,56,STU19318,I feel anxious about exams and my future.,2,2.52,55,31,13
male,group E,high school,free/reduced,none,50,53,54,STU19319,The course material is too difficult for me.,2,2.44,50,37,4
male,group D,some college,standard,completed,60,75,74,STU19320,My confidence in this subject has grown significantly.,0,2.43,85,95,1
female,group C,some high school,standard,none,44,54,54,STU19321,I sometimes fall behind on homework but catch up eventually.,2,2.24,46,41,5
female,group A,some college,standard,completed,78,88,86,STU19322,I enjoy group projects and collaborative learning.,0,3.68,95,79,1
female,group D,master's degree,standard,completed,69,70,73,STU19323,I participate actively in class discussions.,0,3.23,96,93,0
male,group C,bachelor's degree,free/reduced,completed,66,71,71,STU19324,I did okay but could do better with more effort.,1,2.47,81,55,2
female,group C,associate's degree,standard,none,69,74,77,STU19325,My confidence in this subject has grown significantly.,0,3.27,86,75,2
female,group D,some high school,standard,none,63,62,63,STU19326,The workload is manageable but sometimes overwhelming.,1,2.66,88,67,1
female,group D,associate's degree,standard,none,75,82,73,STU19327,The test was manageable and I understood most concepts.,0,2.75,86,82,1
male,group D,high school,free/reduced,completed,71,65,64,STU19328,I feel supported by my teachers and peers.,0,2.66,100,79,2
female,group A,some high school,free/reduced,none,43,63,61,STU19329,I think I could do better if I focused more.,1,2.45,73,59,3
female,group C,bachelor's degree,free/reduced,completed,68,88,84,STU19330,I find the coursework challenging but rewarding.,0,3.2,91,83,0
female,group E,some high school,free/reduced,none,42,48,43,STU19331,The course material is too difficult for me.,2,1.82,68,44,14
male,group C,associate's degree,free/reduced,none,62,64,64,STU19332,I sometimes fall behind on homework but catch up eventually.,1,2.38,75,71,5
male,group A,some high school,standard,completed,65,70,64,STU19333,"I feel neutral about school, neither excited nor worried.",1,2.51,85,55,5
male,group A,some college,free/reduced,completed,48,47,50,STU19334,I'm considering dropping out because I can't keep up.,2,1.93,42,39,5
male,group D,some high school,standard,none,81,78,75,STU19335,I find the coursework challenging but rewarding.,0,3.31,86,82,1
